Movie Title,Director,Main Cast
Spotlight,Tom McCarthy,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber, John Slattery, Brian d'Arcy James, Stanley Tucci, Elena Wohl, Gene Amoroso, Doug Murray, Sharon McFarlane, Jamey Sheridan, Neal Huff, Billy Crudup, Robert B. Kennedy, Duane Murray, Brian Chamberlain, Michael Cyril Creighton, Paul Guilfoyle, Michael Countryman, Tim Whalen, Martin Roach, Brad Borbridge, Don Allison, Patty Ross, Paloma Nuñez, Robert Clarke, Gary Galone, David Fraser, Paulette Sinclair, Laurie Heineman, Elena Juatco, Nancy Villone, Wendy Merry, Siobhan Murphy, Eileen Padua, Darrin Baker, Brett Cramp, Joe Stapleton, Maureen Keiller, Jimmy LeBlanc, Tim Progosh, Neion George, Laurie Murdoch, Zarrin Darnell-Martin, Krista Morin, Paula Barrett, Mairtin O'Carrigan, Rob deLeeuw, Nancy E. Carroll, Anthony Paolucci, Michele Proude, Richard O'Rourke, Len Cariou, Dennis Lynch, Stefanie Drummond, Mark McGrinder, Richard Fitzpatrick, Tom Driscoll, Jeffrey Samai, Moira Driscoll, Forrest Weber, Doreen Spencer, Janet Pinnick, Shannon McDonough, Shannon Ruth, Daniel Ruth, Jennifer Ruth, Timothy Mooney, Bruce-Robert Serafin, Donna Sue Jahier, Edward Brickley, David Afflick, Giovanni Alabiso, Lana Antonova, Raffi Atamian, Michael Balzano III, Sophia Bellas, David S. Bookbinder, David Boston, Jim Boyd, Ben Bradlee Jr., Joshua Brown, Mark Burzenski, Joe Cali, Joe Jafo Carriere, Jim Chad, James Chilli Chillingworth, Terry Conforti, Guy Cooper, Jeffrey Corazzini, Cyndy Day, Jack Spencer Day, Chris De Christopher, Frank Durant, Allison Dyen, Kris Earle, Irina Egay, Mark Falvo, Kevin Fennessy, Kerry Barden, Paul Schnee, Matt Bouldry, John Buchan, Michael T. Burgess, Donna Dupere, Matthew Glasner, Jesse Griffiths, Jason Knight, Joey Montenarello, Carolyn Pickman, Adam Richards, Roya Semnanian, Maura Smith, Zach Zatet"
Solaris (1972),Andrei Tarkovsky,"Natalya Bondarchuk, Donatas Banionis, Jüri Järvet, Vladislav Dvorzhetskiy, Nikolay Grinko, Anatoliy Solonitsyn, Olga Barnet, Vitalik Kerdimun, Olga Kizilova, Tatyana Malykh, Aleksandr Misharin, Bagrat Oganesyan, Tamara Ogorodnikova, Sos Sargsyan, Yulian Semyonov, Vitaliy Statsinskiy, Vera Sumenova, Georgiy Teykh, Raimundas Banionis, Simn Bernshtein, Artyom Karapetyan, Vladimir Tatosov, Vladimir Zamanskiy"
The Band Wagon,Vincente Minnelli,"Fred Astaire, Cyd Charisse, Oscar Levant, Nanette Fabray, Jack Buchanan, James Mitchell, Robert Gist, India Adams, Fred Aldrich, Richard Alexander, Ernest Anderson, Barbara Bailey, Patsy Bangs, Lysa Baugher, Mary Bayless, Brandon Beach, Ralph Beaumont, Don Beddoe, Madge Blake, Herman Boden, Lulu Mae Bohrman, Paul Bradley, Joe Brockman, Robert Burton, Boyd Cabeen, James Carlisle, Sue Casey, Dick Cherney, Lyle Clark, Dorinda Clifton, Tom Coleman, Joan Collenette, Jack Colton, James Conaty, Gene Coogan, Henry Corden, Pinkie Corrigan, Oliver Cross, Lillian Culver, Dick D'Arcy, Leroy Daniels, Fred Datig Jr., Dulce Day, Jack Deery, Helen Dickson, Jack Dodds, George Economides, Michael Economides, Roy Engel, Estelle Etterre, Harry Evans, Luigi Faccuito, Betty Farrington, Al Ferguson, Gwenn Fields, Bess Flowers, George Ford, Steve Forrest, Bill Foster, Douglas Fowley, Wesley Gale, Wymer Gard, Ava Gardner, Jack Gargan, Rudy Germane, James Gonzalez, Dick Gordon, Herschel Graham, Marion Gray, Shelah Hackett, Stanley Hall, Thurston Hall, Mary Hammond, Dee Hartford, Eden Hartford, Sam Hearn, Julie Hedin, Al Hill, Harlan Hoagland, Stuart Holmes, Jimmie Horan, Curtis Loys Jackson Jr., Ted Jordan, Colin Kenny, Donald Kerr, Mario Lamm, Judy Landon, Carl M. Leviness, Shirley Lopez, Leota Lorraine, William Lundy, John Lupton, Wilbur Mack, John Marlin, Alan Marston, Judy Matson, Matt Mattox, Bert May, Helen McAllister, Ann McCrea"
Late Spring (1949),Yasujirô Ozu,"Chishû Ryû, Setsuko Hara, Yumeji Tsukioka, Haruko Sugimura, Hôhi Aoki, Jun Usami, Kuniko Miyake, Masao Mishima, Yoshiko Tsubouchi, Yôko Katsuragi, Toyo Takahashi, Jun Tanizaki, Ichirô Shimizu, Yôko Benisawa, Manzaburo Umewaka, Nobu Nojima, Ichiro Kitamura, Haruo Yasufuku, Soichi Konparu, Tadaichi Aoki, Nagahiro Yoshida, Seiju Kanze, Shintaro Umewaka, Shizuo Kanze, Seiji Toda, Kozo Fukuda, Shinichiro Takayama, Seinosuke Ishida, Yutaka Aoki, Kinzo Hasegawa, Gazan Hasegawa, Mikuma Shimada"
Ikiru,Akira Kurosawa,"Takashi Shimura, Shin'ichi Himori, Haruo Tanaka, Minoru Chiaki, Miki Odagiri, Bokuzen Hidari, Minosuke Yamada, Kamatari Fujiwara, Makoto Kobori, Nobuo Kaneko, Nobuo Nakamura, Atsushi Watanabe, Isao Kimura, Masao Shimizu, Yûnosuke Itô, Kumeko Urabe, Eiko Miyoshi, Noriko Honma, Yatsuko Tan'ami, Kin Sugai, Yoshie Minami, Kyôko Seki, Kusuo Abe, Tomo'o Nagai, Seiji Miyaguchi, Daisuke Katô, Hiroshi Hayashi, Fuyuki Murakami, Hirayoshi Aono, Toranosuke Ogawa, Taizô Fukami, Katao Kawasaki, Keiichirô Katsumoto, Fujio Nagahama, Akira Sera, Ichirô Chiba, Akira Tani, Yôyô Kojima, Haruko Toyama, Mie Asô, Toshiyuki Ichimura, Harue Kuramoto, Rasa Saya, Shigeo Katô, Junpei Natsuki, Sachio Sakai"
One More Time with Feeling,Andrew Dominik,"Nick Cave, Warren Ellis, Jim Sclavunos, Susie Bick, Earl Cave, Andrew Dominik, Martyn Casey, Thomas Wydler, George Vjestica, Else Torp"
The Wizard of Oz,"Victor Fleming, King Vidor","Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr, Jack Haley, Billie Burke, Margaret Hamilton, Charley Grapewin, Pat Walshe, Clara Blandick, Terry, The Singer Midgets, Gladys W. Allison, John Ballas, Franz Balluck, Josefine Balluck, John T. Bambury, Dorothy Barrett, Amelia Batchelor, Charles Becker, Harry Bernard, Freda Betsky, Billy Bletcher, Henry Boers, Theodore Boers, Lorraine Bridges, Buster Brodie, Tyler Brooke, Christine Buresh, Eddie Buresh, Lida Buresh, Betty Ann Cain, Candy Candido, Mickey Carroll, Adriana Caselotti, Harry Cogg, Pinto Colvig, Nona Cooper, Tommy Cottonaro, Elizabeth Coulter, Lewis Croft, Jimmy the Crow, Frank Cucksey, Billy Curtis, Ken Darby, Eugene S. David Jr., Eulie H. David, Sid Dawson, Ethel W. Denis, Prince Denis, Hazel I. Derthick, Abe Dinovitch, Jon Dodson, Gracie Doll, Tiny Doll, Ardith Dondanville, Major Doyle, Ruth Duccini, Daisy Earles, Harry Earles, Buddy Ebsen, Zari Elmassian, Carl M. Erickson, Fern Formica, Addie Eva Frank, Sig Frohlich, Thaisa L. Gardner, Jackie Gerlich, William A. Giblin, Jack Glicken, Carolyn E. Granger, Phil Harron, Joseph Herbst, Jakob Hofbaue, Shep Houghton, Clarence C. 'Major Mite' Howerton, Helen M. Hoy, James R. Hulse, Charles Irwin, Lois January, Donna Jean Johnson, Robert Kantor, Eleanor Keaton, Charles E. Kelley, Jessie E. Kelley, Joan Kenmore, Shirley Ann Kennedy, Frank Kikel, The King's Men, Emma Koestner, Mitzi Koestner, Willi Koestner, Karl 'Karchy' Kosiczky, Joseph J. Koziel, Dolly Kramer, Emil Kranzler, Nita Krebs, Eva Lee Kuney, Jeane La Barbera, Hilda Lange, Leonard Murphy, W.L. Gordon"
Ride the High Country,Sam Peckinpah,"Randolph Scott, Joel McCrea, Mariette Hartley, Ron Starr, Edgar Buchanan, R.G. Armstrong, Jenie Jackson, James Drury, L.Q. Jones, John Anderson, John Davis Chandler, Warren Oates, Alice Allyn, George Bell, Oscar Blank, Chet Brandenburg, Don Brodie, Chris Carter, Jimmy Dime, Byron Foulger, Frank Hagney, Percy Helton, Victor Izay, Don Kennedy, Jack Kenny, Donald Kerr, Mina Martinez, Charles McQuary, Michael T. Mikler, Spec O'Donnell, Carmen Phillips, Myrna Ross, Tom Smith, Wayne Tucker, Fred Walton, Chalky Williams"
The Diving Bell and the Butterfly,Julian Schnabel,"Mathieu Amalric, Emmanuelle Seigner, Marie-Josée Croze, Anne Consigny, Patrick Chesnais, Niels Arestrup, Olatz López Garmendia, Jean-Pierre Cassel, Marina Hands, Max von Sydow, Gérard Watkins, Théo Sampaio, Fiorella Campanella, Talina Boyaci, Isaach De Bankolé, Emma de Caunes, Jean-Philippe Écoffey, Nicolas Le Riche, Anne Alvaro, Françoise Lebrun, Zinedine Soualem, Georges Roche, Agathe de La Fontaine, Yves-Marie Coppin, François Delaive, Franck Victor, Laure de Clermont-Tonnerre, Virginie Delmotte, Daniel Lapostolle, Philippe Roux, François Filloux, Elvis Polanski, Cedric Brelet von Sydow, Sara Séguéla, Vasile Negru, Marie Meyer, Ilze Bajare, Anna Chyzh, Antoine Bréant, Azzedine Alaïa, Michael Wincott, Jean-Baptiste Mondino, Lenny Kravitz, Farida Khelfa, Lech Anita, Luc Augereau, Yann Blondel, Adrien Borzakian, Marie Castrie, Arnaud Damez, Jacques Delzescaux, Jérémie Droulers, Thierry Flament, Anita Lech, Elodie Ly Tri, Charlotte Quemy, Fred Roz, Laurence Vidot, Aurélie Villard, Rachel Desmarest, Sana El Ghoul, Jérôme Sacerdot, Laurent Soulet"
Invasion of the Body Snatchers,Philip Kaufman,"Donald Sutherland, Brooke Adams, Jeff Goldblum, Veronica Cartwright, Leonard Nimoy, Art Hindle, Lelia Goldoni, Kevin McCarthy, Don Siegel, Tom Luddy, Stan Ritchie, David Fisher, Tom Dahlgren, Garry Goodrow, Jerry Walter, Maurice Argent, Sam Conti, Wood Moy, R. Wong, Rose Kaufman, Joe Bellan, Sam Hiona, Lee McVeigh, Al Nalbandian, Lee Mines, Michael Chapman, Robert Duvall, Anthony Garibaldi, Kevin Harris, Philip Kaufman, Misty, Al Perez, Alan Rice, Jeff Scheftel, Mary Goldberg"
Close-Up,Abbas Kiarostami,"Hossain Sabzian, Abolfazl Ahankhah, Mehrdad Ahankhah, Nayer Mohseni Zonoozi, Ahmad Reza Moayed Mohseni, Mohsen Makhmalbaf, Hossain Farazmand, Mahrokh Ahankhah, Monoochehr Ahankhah, Haj Ali Reza Ahmadi, Mohammad Ali Barrati, Davood Goodarzi, Abbas Kiarostami, Hassan Komaili, Davood Mohabbat, Hooshang Shamaei"
The Class,Laurent Cantet,"François Bégaudeau, Agame Malembo-Emene, Angélica Sancio, Arthur Fogel, Boubacar Toure, Burak Özyilmaz, Carl Nanor, Cherif Bounaïdja Rachedi, Dalla Doucoure, Damien Gomes, Esmeralda Ouertani, Eva Paradiso, Henriette Kasaruhanda, Juliette Demaille, Justine Wu, Rachel Regulier, Laura Baquela, Louise Grinberg, Lucie Landrevie, Nassim Amrabt, Qifei Huang, Rabah Nait Oufella, Samantha Soupirot, Franck Keïta, Wei Huang, Anne Wallimann-Charpentier, Cécile Lagarde, Frédéric Faujas, Vincent Robert, Olivier Dupeyron, Patrick Dueruil, Dorothée Guilbot, Anne Langlois, Vincent Gaire, Yvette Mournetas, Julie Athenol, Jean-Michel Simonet, Olivier Pasquier, Stéphane Longour, Abdoul Drahamane Sissoko, Aline Zimierski, Silma Aktar, Marie-Annette Sorrente, Gilles Gourmelen, Frédérique Alles, Isabelle Lamrani, Marianne Auzary, Stéphane Leyvigne, Gaelle Bantegnie, Isabelle Mesplede, Valérie Benguigui, Gokmen Nalcakan, Jean-François Chauvet, Farida Ouchani, Christiane Dancie, Mario Fanfani, Fatoumata Kanteé, Cheick Baba Doumbia, Lingfen Huang, Wenlong Huang, Khalid Amrabt, Adeline Fogel, Sezer Özyilmaz, Céline Spang, Vicky Brougiannaki, Christine Campion"
Uncut Gems,"Benny Safdie, Josh Safdie","Mesfin Lamengo, Sun Zhi Hua-Hilton, Liang Wei-Hui-Duncan, Sunny Wu Jin Zahao, Deneke Muhugeta, Habtunu Africho, Warren Finkelstein, Adam Sandler, Keith William Richards, Tommy Kominik, LaKeith Stanfield, Maksud Agadjani, Ca$h Out, Andrea Linsky, Roman Persits, Pom Klementieff, Julia Fox, Paloma Elsesser, Mike Francesa, Sean Ringgold, Jeremy Sample, Todd Vulpio, Kevin Garnett, Demany Eastman, Gerard McQuiller, Arthur Borukhov, Damien Howard, Jonathan Aranbayev, Ronald Greenberg, Marshall Greenberg, Michael A. Sollecito, Shemsi Selimaj, Idina Menzel, Jacob Dylan Igielski, Hailey Gates, Mitchell Wenig, Stuart Wenig, Raleem Moses, Keren Shemel, Aren Topian, Louis Anthony Arias, Marcia DeBonis, Noa Fisher, Eric Bogosian, Anthony Mecca, Max Bartos, Jake Ryan, Shiv Pai, Lino Eisenberg, Kerwin Frost, La Mar Taylor, The Weeknd, Trinidad James, William Sappe, Greg Yuna, Victor Plajas, Ricky Barksdale, Tilda Swinton, Jennifer Venditti, Natasha Lyonne, Larry 'Ratso' Sloman, Judd Hirsch, Benjy Kleiner, Lana Levitin, Roza Babekova, Josh Ostrovsky, Jessica Mullayev, Izra Malakov, Sahar Bibiyan, Brad Davidorf, Ralph Colucci, Marty Tendler, John Amos, Conor Coyne, Alexander Gilkes, Jennifer Sacks, Wayne Diamond, Debbie DeLisi, Chad Neves, Ara Daglian, Doc Rivers, Erika Wachter, Ry Armstrong, Scott Atkins, Marshall Axt, Corey Booth, Jamaal Burcher, Joseph Anthony Cartagena, Raina Cheng, Blaise Corrigan, Robbie DeRaffele, Adam Desautels, Anh Duong, Michael Durodola, Olarinde Esuola, Ineke Garbacz, Sini Hill, Rasneet Kaur, Hannah Kelsy, Bradley Ryan Knispel, Francine Maisler, Jennifer Venditti, Maureen Bailey, Sebastian Bear-McClard, John Boggs, Conor Abbott Brown, Mario Castro, Missy Cohen, Matt Cohn, Brian du Fresne, Gatekeeper, Rob Gedelian, Chelsea Kendall, Eli Keszler, Daniel Lopatin, Claire McCahan, Maxwell J. McKee, Rebecca Myers, Daniel Parks, Aaron David Ross, Emily Schubert, Alex Anlos, Marissa Blair, Bonnie Lee Bouman, Adam DeLisi, Debbie DeLisi, Dann Fink, Abby Harri, Courtney Hart, Eleonore Hendricks, Michele Mansoor, Aidan Mclellan, Alan Scott Neal, Clara Peterson, Molly Rose"
Platoon,Oliver Stone,"Keith David, Forest Whitaker, Francesco Quinn, Kevin Dillon, John C. McGinley, Reggie Johnson, Mark Moses, Corey Glover, Johnny Depp, Chris Pedersen, Bob Orwig, Corkey Ford, David Neidorf, Tom Berenger, Willem Dafoe, Charlie Sheen, Richard Edson, Tony Todd, Kevin Eshelman, James Terry McIlvain, J. Adam Glover, Ivan Kane, Paul Sanchez, Dale Dye, Peter Hicks, Basile Achara, Steve Barredo, Chris Castillejo, Andrew B. Clark, Bernardo Manalili, Than Rogers, Li Thi Van, Clarisa Ortacio, Romy Sevilla, Mathew Westfall, Nick Nicholson, Warren McLean, Li Mai Thao, Ron Barracks, Robin Blair-Crawford, H. Gordon Boos, Brad Cassini, John Denny, Mark Ebenhoch, Robert 'Rock' Galotti, Ken Glover, Eric Hahn, Berto Spoor, Oliver Stone, Henry Strzalkowski, Pat Golden, Warren McLean, Bob Morones, Barbara Harris"
No Country for Old Men,"Ethan Coen, Joel Coen","Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson, Kelly Macdonald, Garret Dillahunt, Tess Harper, Barry Corbin, Stephen Root, Rodger Boyce, Beth Grant, Ana Reeder, Kit Gwin, Zach Hopkins, Chip Love, Eduardo Antonio Garcia, Gene Jones, Myk Watford, Boots Southerland, Kathy Lamkin, Johnnie Hector, Margaret Bowman, Thomas Kopache, Jason Douglas, Doris Hargrave, Rutherford Cravens, Matthew Posey, George Adelo, Mathew Greer, Trent Moore, Marc Miles, Luce Rains, Philip Bentham, Erik V. Reeves, Josh Meyer, Chris Warner, Brandon Smith, Roland Uribe, Richard Jackson, Josh Blaylock, Caleb Landry Jones, Dorsey Ray, Angel H. Alvarado Jr., David A. Gomez, Milton Hernandez, John Mancha, Scott Flick, Albert Fry Jr., Spencer Kayden, Rachel Manera, Angelo Martinez, James Rishe, Elizabeth Slagsvol, Ellen Chenoweth, Jo Edna Boldin, Elizabeth Gabel, Barbara Harris, Katy Houska, Tracy Kilpatrick, Marie A.K. McMaster, Amelia Rasche McCarthy, Kathryn Schuetze, Rachel Tenner"
35 Shots of Rum,Claire Denis,"Alex Descas, Mati Diop, Nicole Dogué, Grégoire Colin, Julieth Mars Toussaint, Adèle Ado, Jean-Christophe Folly, Ingrid Caven, Mario Canonge, Stéphane Pocrain, Mary Pie, Eriq Ebouaney, Malaïka Marie-Jeanne, Jean-Luc Joseph, Giscard Bouchotte, Virgile Elana, Djédjé Apali, Luvinski Atche, Tony Harrisson, Adama Niane, David Saada, Meyen Ravine, Thomas Murviel, Paul Begba, Sylvana Martel, Cheikh Toure, Anne Makangila-Lebo, Jacqueline Andrieux, Melanie Petzold, Mani El Ozale, Moulaye Diarra, Nicolas Lublin, Nicolas Ronchi, Elsa Pharaon"
TÁR,Aaron Wolf,"Timothy Bottoms, Graham Greene, Aaron Wolf, Emily Peachey, Max Perlich, Nicole Alexandra Shipley, Tiffany Shepis, Stuart Stone, Sandy Danto, Michelle Bernard, Simon Carmody, Donovan Clark, Donald S. Edwards Jr., Flynn Falcone, Dani Fernandez, Mark Gessner, Liam Grace, Ashley Iocco, Cinta Laura Kiehl, Spike Leffke, Bobby Ramos"
Apocalypse Now: Final Cut,Francis Ford Coppola,"Marlon Brando, Martin Sheen, Robert Duvall, Frederic Forrest, Sam Bottoms, Laurence Fishburne, Albert Hall, Harrison Ford, Dennis Hopper, G.D. Spradlin, Jerry Ziesmer, Scott Glenn, Bo Byers, James Keane, Kerry Rossall, Ron McQueen, Tom Mason, Cynthia Wood, Colleen Camp, Linda Carpenter, Jack Thibeau, Glenn Walken, George Cantero, Damien Leake, Herb Rice, William Upton, Larry Carney, Marc Coppola, Daniel Kiewit, Father Elias, Bill Graham, Hattie Bell, Jerry Ross, Dick White, Christian Marquand, Aurore Clément, Michel Pitton, Frank Villard, David Olivier, Chrystel Le Pelletier, Robert Julian, Yvon LeSeaux, Roman Coppola, Gian-Carlo Coppola, Henri Sadardeil, Gilbert Renkens, Don Gordon Bell, Francis Ford Coppola, R. Lee Ermey, Joe Estevez, Larry Franco, Jim Gaines, Harvey Keitel, Paul Lambert, Evan A. Lottman, Nick Nicholson, Linn Phillips III, Charles Robinson, Sebastián Roque, Pierre Segui, Vittorio Storaro, Henry Strzalkowski, Lonnie 'Lono' Woodley, Terry Liebling, Vic Ramos, Sue Bastian, Heig Beck, Randy Carter, Marc Coppola, Éva Gárdos, Ken Metcalfe, Lou Whitehill"
Menus Plaisirs - Les Troisgros,Frederick Wiseman,
Chinatown,Roman Polanski,"Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez, John Hillerman, Darrell Zwerling, Diane Ladd, Roy Jenson, Roman Polanski, Richard Bakalyan, Joe Mantell, Bruce Glover, Nandu Hinds, James O'Rear, James Hong, Beulah Quo, Jerry Fujikawa, Belinda Palmer, Roy Roberts, Noble Willingham, Elliott Montgomery, Rance Howard, George Justin, C.O. Erickson, Fritzi Burr, Charles Knapp, Claudio Martínez, Freddie Roberto, Allan Warnick, John Holland, Jesse Vint, Jim Burk, Denny Arnold, Burt Young, Elizabeth Harding, John Rogers, Cecil Elliott, Paul Jenkins, Lee de Broux, Bob Golden, Don Ames, Jack Berle, Duke Fishman, Charles Fogel, Bob Harks, Robert Hitchcock, Michael Jeffers, John Marlin, Alan Marston, Rose Michtom, Monty O'Grady, Joe Pine, Murray Pollack, Anthony Redondo, Cosmo Sardo, Jack Slate, Owen Song, Norman Stevans, Paul Van, Richard Warren, Wally West, Chalky Williams, Kai J. Wong, Sally Yarnell, Jane Feinberg, Mike Fenton"
Umberto D (re-release),Vittorio De Sica,"Carlo Battisti, Maria Pia Casilio, Lina Gennari, Ileana Simova, Elena Rea, Memmo Carotenuto, Alberto Albani Barbieri, Pasquale Campagnola, Riccardo Ferri, Lamberto Maggiorani, De Silva"
The Florida Project,Sean Baker,"Brooklynn Prince, Christopher Rivera, Aiden Malik, Josie Olivo, Valeria Cotto, Edward Pagan, Bria Vinaite, Patti Wiley, Jasineia Ramos, Willem Dafoe, Rosa Medina Perez, Mela Murder, Krystal Nicole Watts, Bronwyn Valley, Kelly Fitzgerald, Sandy Kane, Jim R. Coleman, Andrew Romano, Carolina Grabova, Terry Allen Jones, Karren Karagulian, Sabina Friedman-Seitz, Caleb Landry Jones, Troy Kohlmaier, Ginger Cook, Shih-Ching Tsou, Marisol Rivera, Carl Bradfield, Joop Katana, Giovanni Rodriguez, Angel Garcia, Latanya Ortiz, Sonya McCarter, John Sutton, Adina Sutton, Betty Jeune, Shail Kamini Ramcharan, Kit Sullivan, Macon Blair, Joanne Moreno, Jason Blackwater, Lauren O'Quinn, Hannah Peterson, Cecilia Quinan, Gary B. Gross, Samantha Parisi, Carmen Cuba, Michelle Cassidy, Jennifer Conrader, Atsumi Foreman, Chris Gaynor, Abigael Grant, Mark Mullen, Linda Pereira, Patti Wiley"
Timbuktu,Abderrahmane Sissako,"Ibrahim Ahmed, Abel Jafri, Toulou Kiki, Layla Walet Mohamed, Mehdi A.G. Mohamed, Hichem Yacoubi, Kettly Noël, Fatoumata Diawara, Adel Mahmoud Cherif, Salem Dendou, Mamby Kamissoko, Yoro Diakité, Cheik A.G. Emakni, Zikra Oualet Moussa, Weli Kleïb, Djié Sidi, Damien Ndjie, Elisabeth Guthmann"
Frenzy,Alfred Hitchcock,"Jon Finch, Barry Foster, Barbara Leigh-Hunt, Anna Massey, Alec McCowen, Vivien Merchant, Billie Whitelaw, Clive Swift, Bernard Cribbins, Michael Bates, Jean Marsh, Madge Ryan, Elsie Randolph, Gerald Sim, John Boxer, George Tovey, Jimmy Gardner, Noel Johnson, Lewis Alexander, Brian Badcoe, Michael Bilton, Joby Blanshard, Willy Bowman, Jim Brady, John Cannon, John Cater, Pauline Chamberlain, Terence Conoley, Gerry Cowper, Maxwell Craig, June Ellis, Hugh Elton, Mabel Etherington, Charles Farrell, Harry Fielder, Otto Friese, Alan Gibbs, Roberta Gibbs, Jill Goldston, John Golightly, Josie Grant, Aidan Harrington, Victor Harrington, Drewe Henley, Hubert Hill, Alfred Hitchcock, Ken Hutchins, Barry Keegan, Juba Kennerley, Roy Lansford, Ricky Lansing, Doreen Mantle, Mary Maxfield, Bunny May, Margaret Nolan, James Payne, Bob Ramsey, Robert Rietty, Phillip Ross, Michael Sheard, Jack Silk, Roy Skelton, Colin Spaull, Richard Stapley, Reg Thomason, Susan Travers, Joseph Tregonino, Paul Tropea, Bert Vivian, Pearl Walters, Rita Webb, Eric Wetherell, Fred Wood, Martin Wyldeck, Jeremy Young, Sally Nicholl"
Days,Ming-liang Tsai,"Kang-sheng Lee, Anong Houngheuangsy"
Brief Encounter,David Lean,"Celia Johnson, Trevor Howard, Stanley Holloway, Joyce Carey, Cyril Raymond, Everley Gregg, Marjorie Mars, Margaret Barton, Wilfred Babbage, Alfie Bass, Wallace Bosco, Sydney Bromley, Noël Coward, Nuna Davey, Valentine Dyall, Irene Handl, Dennis Harkin, Edward Hodge, Frederick Kelsey, Jack May, Avis Scott, George V. Sheldon, Richard Thomas, Henrietta Vincent"
Memoria,"Vladimir de Fontenay, Nina Ljeti","Sam Dillon, Thomas Mann, James Franco, Teo Halm, Cole Alexander, Luna Blaise, Shauna Bloom, Ericka Clevenger, Isabella Cohen, Olivia Cohen, Lexi DiBenedetto, Alon Dina, Kaden Ecklund, Julia Emelin, Sam Evans, Jake Flaming, Jerry Hauck, Miles Heizer, Meagan Huddleston, Cody Kennedy, Drew Leon, Enzo Marc, Matt McCoy, Bo Mitchell, Ruby Modine, Doua Moua, Megan Murphy, Lee Nachum, Gabriella Peraza, Malia Pyles, Alexander Rain, Zachary Ray Sherman, Kevin Siler, Casey Simpson, Moe Sleeper, LaKeith Stanfield, Skyler Verity, Zachary Voss, Myles Anderson, Rachel Brett, Andre Dominguez, Angie Kim, Dana Koops, Maxie Solveig, Liv Southard, Lucy Tilden, Sophia Tryon"
Cool Hand Luke,Stuart Rosenberg,"Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio, Robert Drivas, Strother Martin, Jo Van Fleet, Clifton James, Morgan Woodward, Luke Askew, Marc Cavell, Richard Davalos, Robert Donner, Warren Finnerty, Dennis Hopper, John McLiam, Wayne Rogers, Harry Dean Stanton, Charles Tyner, Ralph Waite, Anthony Zerbe, Buck Kartalian, Joy Harmon, Joe Don Baker, Susanne Benton, James Gammon, Norman Goodwins, Chuck Hicks, Rance Howard, James Jeter, Kim Kahana, Robert Luster, Ron Nyman, Donn Pearce, John Pearce, Cyril 'Chips' Robinson, Eddie Rosson, George Simmons, Jan Watson, Rush Williams"
Little Women,Gillian Armstrong,"Winona Ryder, Gabriel Byrne, Trini Alvarado, Samantha Mathis, Kirsten Dunst, Claire Danes, Christian Bale, Eric Stoltz, John Neville, Mary Wickes, Susan Sarandon, Florence Paterson, Robin Collins, Corrie Clark, Rebecca Toolan, Curt Willington, Billie Pleffer, Louella Pleffer, Janne Mortil, Sarah Strange, Ahnee Boyce, Michele Goodger, Marco Roy, A.J. Unger, Janie Woods-Morris, Patricia Leith, Christine Lippa, Kristina West, Nicole Babuick, Jenna Percy, Alan Robertson, Mar Andersons, Cameron Labine, Matthew Walker, Bethoe Shirkoff, Marilyn Norry, Andrea Libman, Tegan Moss, Janet Craig, Beverley Elliott, James Leard, Charles Baird, Jay Brazeau, Demetri Goritsas, Kate Robbins, David Adams, Donal Logue, Scott Bellis, John Shaw, Irene Miscisco, Peter Haworth, Natalie Friisdahl, Kristy Friisdahl, Bryan Finn, Sean Finn, Eric Bruno Borgman, Heather Feeney, Mark Marriott, Donald Mitchell, Daniel Olsen, Dale Resteghini, Jerry Robbins, Carrie Frazier, Shani Ginsberg, Stuart Aikins, Sandra Couldwell, William Haines"
